CHR	HOTSTART	HOTEND	COLDSTART	COLDEND
chr4	130140395	130144395	130109395	130113395
chr4	130277395	130284395	130422395	130429395
chr4	130325395	130329395	130344395	130348395
chr4	130364395	130368395	130413395	130417395
chr4	130401395	130405395	130533395	130537395
chr4	130451395	130454395	130438395	130441395
chr4	130590395	130594395	130517395	130521395
chr4	130719395	130724395	130742395	130747395
chr4	130730395	130733395	130744395	130747395
chr4	130875395	130878395	130888395	130891395
chr4	130950395	130953395	130973395	130976395
chr4	131062395	131065395	131248395	131251395
chr4	131097395	131104395	131034395	131041395
chr4	131120395	131124395	131254395	131258395
chr4	131282395	131285395	131495395	131498395
chr4	131448395	131452395	131539395	131543395
chr4	131506395	131512395	131493395	131499395
chr4	131528395	131532395	131644395	131648395
chr4	131603395	131607395	131594395	131598395
chr4	131620395	131623395	131579395	131582395
chr4	132177395	132186395	132198395	132207395
chr4	132242395	132251395	132275395	132284395
chr4	132523395	132526395	133118395	133121395
chr4	132785395	132811395	138010395	138036395
chr4	132868395	132880395	132973395	132985395
chr4	132952395	132958395	133050395	133056395
chr4	133351395	133355395	133121395	133125395
chr4	133361395	133364395	133336395	133339395
chr4	133512395	133518395	133486395	133492395
chr4	133521395	133525395	133170395	133174395
chr4	133741395	133744395	133761395	133764395
chr4	133786395	133794395	133274395	133282395
chr4	133829395	133834395	133814395	133819395
chr4	133914395	133920395	133943395	133949395
chr4	134106395	134113395	133953395	133960395
chr4	134120395	134124395	133943395	133947395
chr4	134151395	134156395	133548395	133553395
chr4	134167395	134170395	134269395	134272395
chr4	134229395	134235395	134361395	134367395
chr4	134340395	134346395	134307395	134313395
chr4	134391395	134395395	134409395	134413395
chr4	134460395	134463395	134433395	134436395
chr4	134568395	134572395	134598395	134602395
chr4	134626395	134630395	134646395	134650395
chr4	134706395	134711395	134685395	134690395
chr4	134836395	134843395	134881395	134888395
chr4	134925395	134929395	134903395	134907395
chr4	135451395	135461395	135346395	135356395
chr4	135643395	135653395	135670395	135680395
chr4	135790395	135793395	135770395	135773395
chr4	135804395	135808395	135681395	135685395
chr4	135916395	135919395	136019395	136022395
chr4	135952395	135955395	135976395	135979395
chr4	136025395	136029395	135993395	135997395
chr4	136044395	136049395	135988395	135993395
chr4	136422395	136426395	136399395	136403395
chr4	136564395	136568395	135881395	135885395
chr4	136630395	136634395	136603395	136607395
chr4	136751395	136757395	136692395	136698395
chr4	136774395	136778395	136536395	136540395
chr4	136909395	136916395	136937395	136944395
chr4	136963395	136967395	136984395	136988395
chr4	137247395	137250395	137258395	137261395
chr4	137400395	137406395	137311395	137317395
chr4	137473395	137484395	137307395	137318395
chr4	137535395	137542395	137604395	137611395
chr4	137569395	137580395	137597395	137608395
chr4	137619395	137622395	137597395	137600395
chr4	137646395	137651395	137606395	137611395
chr4	137728395	137731395	137740395	137743395
chr4	137746395	137750395	137693395	137697395
chr4	137776395	137790395	138000395	138014395
chr4	137828395	137836395	137868395	137876395
chr4	137899395	137904395	137880395	137885395
chr4	137967395	137972395	137959395	137964395
chr4	137988395	137991395	137948395	137951395
chr4	138166395	138169395	138133395	138136395
chr4	138233395	138236395	138257395	138260395
chr4	138345395	138349395	138297395	138301395
chr4	138360395	138363395	138267395	138270395
chr4	138369395	138373395	138612395	138616395
chr4	138381395	138390395	138415395	138424395
chr4	138463395	138468395	138502395	138507395
chr4	138478395	138485395	138513395	138520395
chr4	138536395	138544395	138412395	138420395
chr4	138597395	138600395	138571395	138574395
chr4	138689395	138692395	138610395	138613395
chr4	138742395	138745395	138677395	138680395
chr4	139116395	139119395	139147395	139150395
chr4	139194395	139202395	139145395	139153395
chr4	139223395	139236395	139272395	139285395
chr4	139240395	139243395	139282395	139285395
chr4	139264395	139267395	139506395	139509395
chr4	139308395	139312395	139332395	139336395
chr4	139401395	139404395	139344395	139347395
chr4	139484395	139488395	139522395	139526395
chr4	139494395	139498395	139342395	139346395
chr4	139553395	139559395	139520395	139526395
chr4	139579395	139583395	139249395	139253395
chr4	139605395	139609395	139514395	139518395
chr4	139610395	139613395	139448395	139451395
chr4	139708395	139712395	139767395	139771395
chr4	139733395	139746395	139668395	139681395
chr4	139778395	139798395	140354395	140374395
chr4	139828395	139833395	139805395	139810395
chr4	139875395	139882395	139908395	139915395
chr4	139883395	139890395	139862395	139869395
chr4	140412395	140422395	140553395	140563395
chr4	140469395	140476395	140395395	140402395
chr4	140515395	140518395	140557395	140560395
chr4	140525395	140529395	140638395	140642395
chr4	140532395	140537395	140555395	140560395
chr4	140547395	140551395	140816395	140820395
chr4	140584395	140588395	140575395	140579395
chr4	140598395	140602395	139859395	139863395
chr4	140691395	140695395	137741395	137745395
chr4	140695395	140699395	140782395	140786395
chr4	140786395	140791395	140780395	140785395
chr4	140800395	140804395	140714395	140718395
chr4	140831395	140836395	140774395	140779395
chr4	140939395	140943395	141261395	141265395
chr4	140976395	140983395	141112395	141119395
chr4	141020395	141033395	141271395	141284395
chr4	141048395	141054395	140925395	140931395
chr4	141083395	141086395	141062395	141065395
chr4	141240395	141247395	141273395	141280395
chr4	141373395	141376395	141330395	141333395
chr4	141388395	141392395	141403395	141407395
chr4	141488395	141492395	141846395	141850395
chr4	141560395	141565395	123588395	123593395
chr4	141719395	141724395	141651395	141656395
chr4	141784395	141788395	141601395	141605395
chr4	141815395	141826395	141660395	141671395
chr4	141827395	141834395	142763395	142770395
chr4	141879395	141882395	141846395	141849395
chr4	141905395	141908395	141890395	141893395
chr4	141974395	141981395	141668395	141675395
chr4	141998395	142003395	142032395	142037395
chr4	142017395	142022395	141926395	141931395
chr4	142066395	142070395	139568395	139572395
chr4	142165395	142168395	142146395	142149395
chr4	142198395	142202395	142420395	142424395
chr4	142211395	142214395	142222395	142225395
chr4	142335395	142339395	142292395	142296395
chr4	142362395	142366395	142384395	142388395
chr4	142720395	142724395	142917395	142921395
chr4	142725395	142729395	142762395	142766395
chr4	142808395	142811395	142770395	142773395
chr4	142837395	142842395	142849395	142854395
chr4	142887395	142890395	142850395	142853395
chr4	142962395	142965395	142979395	142982395
chr4	143053395	143056395	143031395	143034395
chr4	143226395	143229395	143205395	143208395
chr4	143355395	143361395	143391395	143397395
chr4	143441395	143444395	143279395	143282395
chr4	143484395	143487395	143697395	143700395
chr4	143622395	143627395	143591395	143596395
chr4	143923395	143928395	143948395	143953395
chr4	144041395	144044395	144067395	144070395
chr4	144047395	144050395	144165395	144168395
chr4	144332395	144341395	144360395	144369395
chr4	144406395	144409395	144442395	144445395
chr4	144500395	144505395	144535395	144540395
chr4	144515395	144518395	144536395	144539395
chr4	145023395	145026395	145048395	145051395
chr4	145090395	145094395	145462395	145466395
chr4	145140395	145143395	144889395	144892395
chr4	145193395	145200395	145204395	145211395
chr4	145225395	145228395	145219395	145222395
chr4	145257395	145261395	145101395	145105395
chr4	145432395	145436395	145304395	145308395
chr4	145515395	145522395	145475395	145482395
chr4	145656395	145662395	145768395	145774395
chr4	145706395	145709395	145752395	145755395
chr4	146176395	146179395	146148395	146151395
chr4	146191395	146195395	146358395	146362395
chr4	146214395	146218395	146201395	146205395
chr4	146241395	146244395	146294395	146297395
chr4	146256395	146261395	146282395	146287395
chr4	146311395	146314395	146365395	146368395
chr4	146329395	146339395	146285395	146295395
chr4	146401395	146405395	146553395	146557395
chr4	146506395	146510395	146464395	146468395
chr4	146637395	146641395	146557395	146561395
chr4	146660395	146664395	146701395	146705395
chr4	146745395	146749395	146986395	146990395
chr4	146824395	146827395	146841395	146844395
chr4	146870395	146875395	146838395	146843395
chr4	147009395	147012395	146995395	146998395
chr4	147150395	147153395	147000395	147003395
chr4	147330395	147337395	147305395	147312395
chr4	147468395	147471395	147500395	147503395
chr4	147647395	147651395	147616395	147620395
chr4	147657395	147664395	147734395	147741395
chr4	147766395	147769395	148196395	148199395
chr4	147968395	147972395	147946395	147950395
chr4	148010395	148016395	148063395	148069395
chr4	148021395	148025395	146946395	146950395
chr4	148053395	148056395	148064395	148067395
chr4	148227395	148231395	148383395	148387395
chr4	148294395	148302395	148250395	148258395
chr4	148331395	148334395	148410395	148413395
chr4	148361395	148365395	148411395	148415395
chr4	148427395	148430395	147900395	147903395
chr4	148440395	148447395	148416395	148423395
chr4	148460395	148464395	148196395	148200395
chr4	148499395	148503395	148404395	148408395
chr4	148519395	148524395	148803395	148808395
chr4	148735395	148740395	148752395	148757395
chr4	148831395	148838395	148803395	148810395
chr4	148870395	148874395	149250395	149254395
chr4	148924395	148931395	149057395	149064395
chr4	148973395	148979395	149052395	149058395
chr4	148987395	148991395	148994395	148998395
chr4	149017395	149023395	149098395	149104395
chr4	149085395	149090395	149099395	149104395
chr4	149133395	149140395	149301395	149308395
chr4	149345395	149349395	149312395	149316395
chr4	149398395	149405395	149374395	149381395
chr4	149559395	149563395	149644395	149648395
chr4	149618395	149621395	149651395	149654395
chr4	149728395	149734395	149966395	149972395
chr4	149869395	149872395	149661395	149664395
chr4	149883395	149888395	149854395	149859395
chr4	149993395	150001395	149962395	149970395
chr4	150211395	150215395	150195395	150199395
chr4	150294395	150297395	150316395	150319395
chr4	150632395	150647395	150578395	150593395
chr4	150682395	150685395	149934395	149937395
chr4	150853395	150856395	150940395	150943395
chr4	150924395	150931395	150911395	150918395
chr4	150951395	150956395	150914395	150919395
chr4	151053395	151065395	151010395	151022395
chr4	151157395	151163395	151131395	151137395
chr4	151169395	151174395	149062395	149067395
chr4	152064395	152067395	152807395	152810395
chr4	152161395	152166395	152117395	152122395
chr4	152221395	152225395	152139395	152143395
chr4	152726395	152729395	152649395	152652395
chr4	152780395	152783395	152713395	152716395
chr4	152853395	152858395	152894395	152899395
chr4	152930395	152934395	152898395	152902395
chr4	153002395	153012395	152959395	152969395
chr4	153016395	153023395	152966395	152973395
chr4	153100395	153104395	152824395	152828395
chr4	153229395	153240395	153319395	153330395
chr4	153520395	153532395	153189395	153201395
chr4	153537395	153541395	153186395	153190395
chr4	153562395	153569395	153574395	153581395
chr4	153585395	153589395	153574395	153578395
chr4	153624395	153630395	153952395	153958395
chr4	153657395	153660395	153736395	153739395
chr4	153696395	153706395	154204395	154214395
chr4	153887395	153891395	154666395	154670395
chr4	153911395	153917395	153895395	153901395
chr4	153925395	153931395	153958395	153964395
chr4	153941395	153945395	153902395	153906395
chr4	153984395	153991395	153948395	153955395
chr4	154013395	154016395	154007395	154010395
chr4	154034395	154041395	153956395	153963395
chr4	154119395	154127395	154076395	154084395
chr4	154164395	154171395	154141395	154148395
chr4	154253395	154257395	154296395	154300395
chr4	154354395	154362395	154581395	154589395
chr4	154474395	154480395	154589395	154595395
chr4	154505395	154511395	154907395	154913395
chr4	154523395	154528395	154581395	154586395
chr4	154536395	154551395	154667395	154682395
chr4	154644395	154651395	154663395	154670395
chr4	154769395	154773395	154751395	154755395
chr4	154825395	154831395	154892395	154898395
chr4	154869395	154876395	154904395	154911395
chr4	154884395	154888395	154810395	154814395
chr4	154948395	154952395	154970395	154974395
chr4	154991395	154996395	154811395	154816395
chr4	155043395	155048395	154975395	154980395
chr4	155053395	155058395	155067395	155072395
chr4	155194395	155199395	155215395	155220395
chr4	155270395	155274395	155239395	155243395
chr4	155294395	155297395	155235395	155238395
chr4	155335395	155339395	155352395	155356395
chr4	155361395	155365395	155402395	155406395
chr4	155412395	155416395	155348395	155352395
chr4	155431395	155435395	155471395	155475395
chr4	155545395	155551395	155505395	155511395
chr4	155643395	155648395	155601395	155606395
chr4	155680395	155684395	155705395	155709395
chr4	155771395	155775395	156216395	156220395
chr4	155921395	155924395	155812395	155815395
chr4	155966395	155975395	155994395	156003395
chr4	156038395	156046395	156003395	156011395
chr4	156112395	156116395	156081395	156085395
chr4	156128395	156135395	155593395	155600395
chr4	156306395	156311395	155812395	155817395
chr4	156388395	156393395	156354395	156359395
chr4	156517395	156521395	156651395	156655395
chr4	156554395	156558395	156487395	156491395
chr4	156602395	156607395	156652395	156657395
chr4	156682395	156689395	156766395	156773395
chr4	156745395	156752395	156773395	156780395
chr4	156836395	156840395	156728395	156732395
chr4	156852395	156856395	157138395	157142395
chr4	156945395	156948395	156806395	156809395
chr4	157061395	157066395	157042395	157047395
chr4	157118395	157121395	157029395	157032395
chr4	157162395	157166395	157144395	157148395
chr4	157250395	157253395	157087395	157090395
chr4	157305395	157309395	157321395	157325395
chr4	157344395	157347395	157323395	157326395
chr4	157363395	157382395	157405395	157424395
chr4	157395395	157398395	157405395	157408395
chr4	157484395	157487395	157418395	157421395
chr4	157593395	157598395	157517395	157522395
chr4	157841395	157846395	157943395	157948395
chr4	157890395	157897395	158648395	158655395
chr4	157916395	157922395	157945395	157951395
chr4	157987395	158003395	157869395	157885395
chr4	158112395	158116395	157958395	157962395
chr4	158242395	158257395	158203395	158218395
chr4	158388395	158392395	158598395	158602395
chr4	158430395	158433395	158418395	158421395
chr4	158453395	158456395	158551395	158554395
chr4	158535395	158538395	158604395	158607395
chr4	158713395	158717395	158877395	158881395
chr4	158736395	158752395	158670395	158686395
chr4	159117395	159126395	158961395	158970395
chr4	159173395	159177395	159197395	159201395
chr4	159189395	159194395	159202395	159207395
chr4	159263395	159267395	159229395	159233395
chr4	159326395	159330395	159469395	159473395
chr4	159430395	159434395	159404395	159408395
chr4	159443395	159447395	159479395	159483395
chr4	159644395	159655395	159590395	159601395
chr4	159873395	159877395	160328395	160332395
chr4	159949395	159956395	159916395	159923395
chr4	160087395	160094395	160165395	160172395
chr4	160138395	160149395	160161395	160172395
chr4	160180395	160184395	160192395	160196395
chr4	160355395	160362395	160329395	160336395
chr4	160375395	160378395	160396395	160399395
chr4	160466395	160469395	160410395	160413395
chr4	160524395	160529395	160496395	160501395
chr4	160589395	160593395	160613395	160617395
chr4	160641395	160644395	160939395	160942395
chr4	160713395	160717395	160486395	160490395
chr4	160809395	160813395	160772395	160776395
chr4	160822395	160825395	160955395	160958395
chr4	161057395	161060395	161081395	161084395
chr4	161113395	161117395	161097395	161101395
chr4	161225395	161229395	161082395	161086395
chr4	161283395	161288395	161326395	161331395
chr4	161298395	161302395	161451395	161455395
chr4	161422395	161425395	161449395	161452395
chr4	161589395	161595395	161560395	161566395
chr4	161662395	161665395	161630395	161633395
chr4	161796395	161800395	161707395	161711395
chr4	162012395	162015395	178752851	178755851
chr4	162151395	162157395	162114395	162120395
chr4	162213395	162220395	162176395	162183395
chr4	162236395	162243395	162264395	162271395
chr4	162360395	162363395	162331395	162334395
chr4	162501395	162506395	162328395	162333395
chr4	162632395	162635395	162694395	162697395
chr4	162666395	162669395	162688395	162691395
chr4	162733395	162736395	162884395	162887395
chr4	163010395	163015395	162984395	162989395
chr4	163041395	163046395	163494395	163499395
chr4	163179395	163186395	163154395	163161395
chr4	163241395	163245395	163271395	163275395
chr4	163322395	163326395	163304395	163308395
chr4	163412395	163415395	163306395	163309395
chr4	163455395	163462395	163120395	163127395
chr4	163518395	163521395	163500395	163503395
chr4	163534395	163538395	163603395	163607395
chr4	163728395	163732395	163699395	163703395
chr4	163796395	163799395	163815395	163818395
chr4	163830395	163837395	163813395	163820395
chr4	163904395	163908395	163811395	163815395
chr4	163935395	163940395	163957395	163962395
chr4	163998395	164002395	163954395	163958395
chr4	164097395	164105395	164044395	164052395
chr4	164165395	164176395	164044395	164055395
chr4	164256395	164260395	164240395	164244395
chr4	164408395	164411395	164417395	164420395
chr4	164476395	164480395	164503395	164507395
chr4	164569395	164572395	165069395	165072395
chr4	164777395	164782395	164749395	164754395
chr4	164819395	164823395	164750395	164754395
chr4	164909395	164913395	164993395	164997395
chr4	164971395	164975395	165388395	165392395
chr4	165056395	165062395	165178395	165184395
chr4	165116395	165121395	165449395	165454395
chr4	165140395	165145395	165174395	165179395
chr4	165221395	165226395	165067395	165072395
chr4	165322395	165326395	165362395	165366395
chr4	165428395	165433395	165386395	165391395
chr4	165470395	165474395	165457395	165461395
chr4	165515395	165519395	165581395	165585395
chr4	165557395	165561395	165678395	165682395
chr4	165691395	165695395	165731395	165735395
chr4	165749395	165755395	165675395	165681395
chr4	165763395	165768395	165868395	165873395
chr4	165776395	165786395	165861395	165871395
chr4	165802395	165810395	165888395	165896395
chr4	165821395	165825395	165913395	165917395
chr4	165849395	165854395	166285395	166290395
chr4	165925395	165930395	154004395	154009395
chr4	165966395	165970395	166022395	166026395
chr4	165990395	165995395	165895395	165900395
chr4	166049395	166054395	165906395	165911395
chr4	166120395	166133395	165881395	165894395
chr4	166247395	166255395	166215395	166223395
chr4	166306395	166310395	166344395	166348395
chr4	166369395	166375395	166287395	166293395
chr4	166428395	166432395	166477395	166481395
chr4	166448395	166452395	166471395	166475395
chr4	166493395	166497395	166287395	166291395
chr4	166541395	166546395	166624395	166629395
chr4	166592395	166595395	166626395	166629395
chr4	166611395	166614395	166621395	166624395
chr4	166658395	166663395	166761395	166766395
chr4	166702395	166706395	166755395	166759395
chr4	166791395	166799395	165454395	165462395
chr4	166850395	166855395	166826395	166831395
chr4	166923395	166927395	166904395	166908395
chr4	166949395	166953395	167230395	167234395
chr4	167017395	167020395	166996395	166999395
chr4	167094395	167099395	167073395	167078395
chr4	167406395	167409395	167078395	167081395
chr4	167433395	167438395	167457395	167462395
chr4	167540395	167546395	167527395	167533395
chr4	167643270	167647270	167915270	167919270
chr4	167697270	167701270	167680270	167684270
chr4	167850270	167854270	167874270	167878270
chr4	167957270	167960270	167919270	167922270
chr4	168074270	168080270	168055270	168061270
chr4	168150270	168155270	168132270	168137270
chr4	168216270	168231270	168115270	168130270
chr4	168323270	168326270	168309270	168312270
chr4	168400270	168407270	168647270	168654270
chr4	168471270	168476270	168434270	168439270
chr4	168521270	168525270	168462270	168466270
chr4	168545270	168549270	168532270	168536270
chr4	168593270	168596270	168792270	168795270
chr4	168618270	168622270	168653270	168657270
chr4	168822270	168832270	168789270	168799270
chr4	168851270	168855270	168579270	168583270
chr4	168956270	168966270	169010270	169020270
chr4	168976270	168980270	169017270	169021270
chr4	168995270	168999270	169027270	169031270
chr4	169062270	169073270	168796270	168807270
chr4	169126270	169129270	169108270	169111270
chr4	169174270	169178270	169274270	169278270
chr4	169298270	169301270	169276270	169279270
chr4	169328270	169332270	169279270	169283270
chr4	169341270	169346270	169310270	169315270
chr4	169409270	169419270	169362270	169372270
chr4	169534270	169539270	169439270	169444270
chr4	169548270	169553270	169656270	169661270
chr4	169567270	169571270	169620270	169624270
chr4	169575270	169581270	169618270	169624270
chr4	169594270	169600270	170818270	170824270
chr4	169606270	169614270	169438270	169446270
chr4	169675270	169678270	169660270	169663270
chr4	169751270	169760270	169796270	169805270
chr4	169764270	169771270	169715270	169722270
chr4	169939270	169944270	169915270	169920270
chr4	169971270	169978270	170034270	170041270
chr4	169984270	169993270	170816270	170825270
chr4	169997270	170002270	169899270	169904270
chr4	170014270	170022270	170030270	170038270
chr4	170093270	170096270	170081270	170084270
chr4	170194270	170199270	170235270	170240270
chr4	170275270	170287270	170358270	170370270
chr4	170531270	170537270	170563270	170569270
chr4	170676270	170684270	170620270	170628270
chr4	170717270	170722270	170743270	170748270
chr4	170772270	170782270	170618270	170628270
chr4	171088270	171091270	169438270	169441270
chr4	171163270	171169270	171124270	171130270
chr4	171208270	171211270	171136270	171139270
chr4	171252270	171263270	171385270	171396270
chr4	171309270	171312270	171295270	171298270
chr4	171335270	171338270	171243270	171246270
chr4	171422270	171426270	171290270	171294270
chr4	171559270	171572270	171705270	171718270
chr4	171587270	171591270	171455270	171459270
chr4	171670270	171674270	171715270	171719270
chr4	171768270	171773270	171791270	171796270
chr4	171864270	171870270	171901270	171907270
chr4	172031270	172034270	172041270	172044270
chr4	172049270	172052270	172152270	172155270
chr4	172184270	172187270	172137270	172140270
chr4	172213270	172217270	172287270	172291270
chr4	172260270	172265270	172243270	172248270
chr4	172383270	172387270	172411270	172415270
chr4	172557270	172560270	172943270	172946270
chr4	172595270	172599270	172634270	172638270
chr4	172674270	172677270	172519270	172522270
chr4	172733270	172742270	172633270	172642270
chr4	172789270	172792270	172813270	172816270
chr4	172901270	172915270	172801270	172815270
chr4	172962270	172965270	172884270	172887270
chr4	173015270	173019270	172946270	172950270
chr4	173087270	173091270	173146270	173150270
chr4	173207270	173210270	173232270	173235270
chr4	173481270	173486270	173443270	173448270
chr4	173600270	173603270	173617270	173620270
chr4	173761270	173765270	173789270	173793270
chr4	173801270	173806270	173836270	173841270
chr4	173955270	173960270	173967270	173972270
chr4	174050270	174053270	174015270	174018270
chr4	174163270	174174270	174135270	174146270
chr4	174261270	174266270	174277270	174282270
chr4	174310270	174314270	174368270	174372270
chr4	174351270	174355270	174229270	174233270
chr4	174434270	174438270	174332270	174336270
chr4	174474270	174478270	174522270	174526270
chr4	174578270	174582270	174598270	174602270
chr4	174623270	174630270	174605270	174612270
chr4	174681270	174691270	174886270	174896270
chr4	174740270	174746270	174709270	174715270
chr4	174819270	174823270	174664270	174668270
chr4	174830270	174840270	174920270	174930270
chr4	174855270	174859270	174943270	174947270
chr4	174963270	174966270	175037270	175040270
chr4	175017270	175026270	174931270	174940270
chr4	175056270	175059270	175051270	175054270
chr4	175071270	175076270	174942270	174947270
chr4	175093270	175098270	175203270	175208270
chr4	175122270	175127270	175158270	175163270
chr4	175240270	175243270	175166270	175169270
chr4	175339270	175342270	175351270	175354270
chr4	175428270	175431270	175410270	175413270
chr4	175490270	175493270	175475270	175478270
chr4	175553270	175562270	175769270	175778270
chr4	175590270	175595270	175606270	175611270
chr4	175654270	175657270	175462270	175465270
chr4	175707270	175721270	175909270	175923270
chr4	175817270	175820270	175759270	175762270
chr4	175865270	175873270	175906270	175914270
chr4	175931270	175935270	176009270	176013270
chr4	175960270	175963270	175927270	175930270
chr4	176023270	176026270	176090270	176093270
chr4	176314851	176320851	176286851	176292851
chr4	176373851	176377851	176333851	176337851
chr4	176495851	176500851	176525851	176530851
chr4	176567851	176573851	176606851	176612851
chr4	176668851	176672851	176658851	176662851
chr4	176710851	176717851	176618851	176625851
chr4	176752851	176758851	176727851	176733851
chr4	176793851	176797851	176727851	176731851
chr4	176817851	176820851	176616851	176619851
chr4	176823851	176827851	176847851	176851851
chr4	176829851	176833851	177153851	177157851
chr4	176917851	176922851	176861851	176866851
chr4	176972851	176975851	177152851	177155851
chr4	177080851	177084851	177103851	177107851
chr4	177128851	177131851	176942851	176945851
chr4	177206851	177219851	175896270	175909270
chr4	177235851	177238851	177317851	177320851
chr4	177290851	177297851	177317851	177324851
chr4	177310851	177314851	177357851	177361851
chr4	177337851	177341851	177369851	177373851
chr4	177466851	177470851	177510851	177514851
chr4	177572851	177575851	177585851	177588851
chr4	177609851	177612851	177370851	177373851
chr4	177748851	177755851	177762851	177769851
chr4	177866851	177870851	177931851	177935851
chr4	177889851	177892851	177949851	177952851
chr4	177970851	177978851	177997851	178005851
chr4	178150851	178153851	178235851	178238851
chr4	178219851	178225851	178193851	178199851
chr4	178259851	178262851	178316851	178319851
chr4	178274851	178279851	178250851	178255851
chr4	178293851	178298851	177998851	178003851
chr4	178353851	178359851	178378851	178384851
chr4	178420851	178429851	178379851	178388851
chr4	178465851	178472851	178544851	178551851
chr4	178506851	178510851	178880851	178884851
chr4	178615851	178620851	178537851	178542851
chr4	178636851	178641851	178543851	178548851
chr4	178708851	178711851	178685851	178688851
chr4	178758851	178761851	178736851	178739851
chr4	178819851	178823851	178869851	178873851
chr4	178896851	178900851	178917851	178921851
chr4	178987851	178995851	179086851	179094851
chr4	179104851	179107851	179042851	179045851
chr4	179185851	179200851	179156851	179171851
chr4	179282851	179285851	179295851	179298851
chr4	179332851	179338851	179459851	179465851
chr4	179389851	179394851	179460851	179465851
chr4	179407851	179410851	179377851	179380851
chr4	179451851	179454851	179470851	179473851
chr4	179540851	179543851	179461851	179464851
chr4	179547851	179550851	179562851	179565851
chr4	179712851	179722851	179813851	179823851
chr4	179850851	179863851	179820851	179833851
chr4	179870851	179878851	179910851	179918851
chr4	179931851	179935851	179956851	179960851
chr4	180015851	180024851	179985851	179994851
chr4	180119851	180123851	180067851	180071851
chr4	180164851	180169851	180363851	180368851
chr4	180193851	180200851	180275851	180282851
chr4	180247851	180252851	179520851	179525851
chr4	180305851	180314851	180427851	180436851
chr4	180545851	180549851	180432851	180436851
chr4	180585851	180589851	180567851	180571851
chr4	180652851	180658851	180430851	180436851
chr4	180667851	180671851	180789851	180793851
chr4	180715851	180719851	180498851	180502851
chr4	180799851	180804851	180790851	180795851
chr4	180816851	180821851	180854851	180859851
chr4	180823851	180832851	180727851	180736851
chr4	180883851	180889851	180864851	180870851
chr4	180908851	180912851	180941851	180945851
chr4	180958851	180964851	180947851	180953851
chr4	180976851	180982851	182705851	182711851
chr4	181037851	181040851	181054851	181057851
chr4	181122851	181126851	181239851	181243851
chr4	181147851	181150851	181156851	181159851
chr4	181195851	181202851	181179851	181186851
chr4	181212851	181216851	181271851	181275851
chr4	181311851	181314851	181324851	181327851
chr4	181349851	181353851	181326851	181330851
chr4	181357851	181362851	181833851	181838851
chr4	181477851	181481851	181417851	181421851
chr4	181490851	181493851	181435851	181438851
chr4	181516851	181521851	181539851	181544851
chr4	181575851	181578851	181561851	181564851
chr4	181589851	181593851	181562851	181566851
chr4	181597851	181600851	181759851	181762851
chr4	181706851	181712851	181864851	181870851
chr4	181733851	181736851	181836851	181839851
chr4	181779851	181783851	182358851	182362851
chr4	181825851	181828851	181420851	181423851
chr4	181893851	181896851	181882851	181885851
chr4	181908851	181911851	181925851	181928851
chr4	181941851	181946851	182046851	182051851
chr4	181958851	181967851	181390851	181399851
chr4	182064851	182067851	184291851	184294851
chr4	182117851	182121851	182049851	182053851
chr4	182149851	182164851	182439851	182454851
chr4	182222851	182225851	182246851	182249851
chr4	182287851	182291851	182087851	182091851
chr4	182299851	182304851	182448851	182453851
chr4	182420851	182423851	182648851	182651851
chr4	182468851	182471851	182438851	182441851
chr4	182528851	182532851	182513851	182517851
chr4	182575851	182582851	182599851	182606851
chr4	182620851	182623851	182608851	182611851
chr4	182685851	182689851	182657851	182661851
chr4	182730851	182733851	182751851	182754851
chr4	182739851	182744851	182751851	182756851
chr4	182770851	182776851	182873851	182879851
chr4	182787851	182791851	182710851	182714851
chr4	182832851	182837851	182656851	182661851
chr4	182903851	182911851	182650851	182658851
chr4	182941851	182945851	182963851	182967851
chr4	182994851	182997851	182929851	182932851
chr4	183038851	183042851	182928851	182932851
chr4	183060851	183072851	183635851	183647851
chr4	183076851	183082851	183566851	183572851
chr4	183122851	183126851	184205851	184209851
chr4	183156851	183162851	183201851	183207851
chr4	183181851	183193851	183330851	183342851
chr4	183223851	183232851	183209851	183218851
chr4	183240851	183249851	183714851	183723851
chr4	183297851	183302851	184288851	184293851
chr4	183308851	183318851	183322851	183332851
chr4	183366851	183373851	183382851	183389851
chr4	183406851	183409851	183427851	183430851
chr4	183471851	183474851	183503851	183506851
chr4	183515851	183520851	183532851	183537851
chr4	183540851	183544851	183496851	183500851
chr4	183598851	183602851	183563851	183567851
chr4	183684851	183695851	183580851	183591851
chr4	183750851	183765851	183726851	183741851
chr4	183793851	183803851	183956851	183966851
chr4	183812851	183815851	183449851	183452851
chr4	183891851	183897851	183858851	183864851
chr4	183931851	183935851	184288851	184292851
chr4	184187851	184190851	183954851	183957851
chr4	184282851	184285851	184295851	184298851
chr4	184310851	184316851	184215851	184221851
chr4	184322851	184326851	184296851	184300851
chr4	184333851	184341851	184357851	184365851
chr4	184439851	184455851	184150851	184166851
chr4	184510851	184517851	184590851	184597851
chr4	184533851	184538851	184469851	184474851
chr4	184571851	184587851	184889851	184905851
chr4	184627851	184631851	184910851	184914851
chr4	184714851	184727851	184792851	184805851
chr4	184732851	184737851	184605851	184610851
chr4	184758851	184767851	184060851	184069851
chr4	184778851	184783851	184463851	184468851
chr4	184814851	184820851	184791851	184797851
chr4	184864851	184870851	184900851	184906851
